RFC,1.00,1.00
,roar_faithfulness,roar_monotonicity,faithfulness,monotonicity,shapley,shapley_corr,infidelity
random,0.010462377993559,0.8225,0.066444225948389,0.4975,0.9976039949842791,-0.108149601781429,0.28444018278565303
brutekernelshap,0.258739509288135,0.8225,0.9976327940740961,0.3125,0.010401975965435,0.9648451921998281,0.256043682313812
kernelshap,0.259270576010449,0.8075,0.9988535783141841,0.2975,0.020442029821086,0.964845192189361,0.191955327074492


