RFC,1.00,0.91
,roar_faithfulness,roar_monotonicity,faithfulness,monotonicity,shapley,shapley_corr,infidelity
random,-0.0025372647398830004,0.8200000000000001,-0.012871458223296,0.5,1.002586965505629,-0.021751937344896003,0.055259703019430007
brutekernelshap,0.06570397126172,0.8425,0.641818859247412,0.45,0.006266969041281,0.809219520952109,0.08416435503489701
kernelshap,0.083476057811162,0.805,0.7822741092422171,0.4675,0.015910221570706002,0.80921952099269,0.009155326184367001


