RFC,1.00,0.89
,roar_faithfulness,roar_monotonicity,faithfulness,monotonicity,shapley,shapley_corr,infidelity
random,0.014984494599513001,0.8200000000000001,0.025418490204122002,0.5,1.018691245903789,-0.025992596480331,0.037017657013598
brutekernelshap,0.074917580383015,0.8075,0.8499696621987761,0.445,0.002273729110813,0.9631929426981861,0.039386904073568006
kernelshap,0.069136281476241,0.81,0.9055541326093071,0.46,0.016914747072459,0.963192942722595,0.007374835726057001


