RFC,1.00,0.93
,roar_faithfulness,roar_monotonicity,faithfulness,monotonicity,shapley,shapley_corr,infidelity
random,0.017552363431593002,0.885,0.013040626108557002,0.51,0.9932425722048481,0.035479485097496,0.09427024113601701
brutekernelshap,-0.007915666231830001,0.85,0.5130804117650261,0.49250000000000005,0.008908891544213001,0.6965344411788531,0.074246901446545
kernelshap,0.04870984845982,0.8375,0.546796697165561,0.45,0.023117549310279,0.6965344411270941,0.0036539313474310002


